job_role,main_skill,additional_skills,education,experience_years,projects_count,certifications_count,is_user_ready_for_job,targeted_job,skills_required_to_learn
Full Stack Developer,"JavaScript, React, Node.js","Git, DSA, System Design, REST API",B.Tech,0-1,1,3,No,Full Stack Developer,"React, JavaScript"
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, DSA, Linux, Docker, Firebase",M.Sc,0-1,5,3,Yes,Backend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Firebase, Linux, MongoDB, Docker, REST API",B.Tech,1-3,6,3,Yes,Frontend Developer,None
Data Analyst,"Python, SQL, Excel","AWS, MongoDB, Docker, REST API",MCA,0-1,5,4,Yes,Data Analyst,None
Python Developer,"Python, Flask, Django","Git, REST API, System Design",B.Sc,0-1,3,1,Yes,Python Developer,None
Flutter Developer,"Dart, Flutter","REST API, System Design, Firebase, Docker, DSA",B.Sc,3-5,3,4,Yes,Flutter Developer,None
Android Developer,"Java, Kotlin, Android SDK","MongoDB, System Design, Docker, Linux, CI/CD",BCA,Fresher,5,2,Yes,Android Developer,None
Flutter Developer,"Dart, Flutter","System Design, AWS, CI/CD",BCA,0-1,3,2,Yes,Flutter Developer,None
Flutter Developer,"Dart, Flutter","System Design, MongoDB, CI/CD, Git, DSA",B.Sc,Fresher,4,2,Yes,Flutter Developer,None
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, Git, Docker, AWS, Firebase",BCA,0-1,1,1,No,Data Scientist,Python
Frontend Developer,"HTML, CSS, JavaScript","DSA, CI/CD, Docker, AWS",B.Sc,1-3,6,4,Yes,Frontend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","MongoDB, System Design, Linux",Diploma,0-1,6,4,Yes,ML Engineer,None
Full Stack Developer,"JavaScript, React, Node.js","REST API, AWS, DSA, MongoDB, Git",B.Tech,1-3,6,0,No,Full Stack Developer,"React, JavaScript"
Data Scientist,"Python, Machine Learning, Statistics","System Design, AWS",B.Tech,3-5,4,1,Yes,Data Scientist,None
Python Developer,"Python, Flask, Django","REST API, CI/CD, Git",Diploma,1-3,0,0,No,Python Developer,"Flask, Python"
Python Developer,"Python, Flask, Django","CI/CD, Docker, REST API, Git, Linux",M.Sc,1-3,2,1,Yes,Python Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, AWS, Docker",BCA,3-5,1,4,No,ML Engineer,TensorFlow
Full Stack Developer,"JavaScript, React, Node.js","Git, CI/CD, Docker",B.Sc,3-5,3,4,Yes,Full Stack Developer,None
Data Analyst,"Python, SQL, Excel","DSA, Firebase, CI/CD",Diploma,Fresher,3,1,Yes,Data Analyst,None
ML Engineer,"Python, Deep Learning, TensorFlow","Docker, DSA, AWS",MCA,1-3,4,3,Yes,ML Engineer,None
Python Developer,"Python, Flask, Django","Linux, Git, Firebase, CI/CD",Diploma,1-3,0,0,No,Python Developer,"Django, Python"
Full Stack Developer,"JavaScript, React, Node.js","Docker, System Design",MCA,0-1,0,1,No,Full Stack Developer,"React, Node.js, JavaScript"
Android Developer,"Java, Kotlin, Android SDK","MongoDB, Docker",M.Sc,0-1,1,4,No,Android Developer,"Java, Kotlin, Android SDK"
Java Developer,"Java, OOP, Spring","CI/CD, Linux, Firebase, Git",MCA,3-5,5,2,Yes,Java Developer,None
Full Stack Developer,"JavaScript, React, Node.js","Git, MongoDB, DSA, Linux",Diploma,1-3,0,2,No,Full Stack Developer,"JavaScript, React"
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, System Design, Git, DSA, REST API",Diploma,0-1,0,1,No,Data Scientist,"Machine Learning, Statistics"
Python Developer,"Python, Flask, Django","CI/CD, System Design, AWS, Git",B.Sc,Fresher,3,4,Yes,Python Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Linux, AWS, MongoDB, CI/CD, Firebase",M.Sc,Fresher,3,0,No,Backend Developer,"Node.js, Java, Spring Boot"
Data Analyst,"Python, SQL, Excel","System Design, Git, MongoDB, Firebase",MCA,Fresher,2,1,Yes,Data Analyst,None
Java Developer,"Java, OOP, Spring","System Design, REST API, Firebase, Docker, DSA",MCA,Fresher,5,0,No,Java Developer,"Java, Spring, OOP"
Android Developer,"Java, Kotlin, Android SDK","Docker, Linux, CI/CD",M.Sc,1-3,2,0,No,Android Developer,Android SDK
Full Stack Developer,"JavaScript, React, Node.js","Docker, System Design",BCA,0-1,0,0,No,Full Stack Developer,"React, JavaScript"
Frontend Developer,"HTML, CSS, JavaScript","REST API, Git, AWS",MCA,3-5,0,3,No,Frontend Developer,CSS
Backend Developer,"Java, Spring Boot, Node.js","System Design, MongoDB",BCA,0-1,3,3,Yes,Backend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Firebase, AWS, Linux, MongoDB, REST API",M.Sc,0-1,3,3,Yes,ML Engineer,None
Data Analyst,"Python, SQL, Excel","REST API, System Design",M.Sc,1-3,5,1,Yes,Data Analyst,None
Android Developer,"Java, Kotlin, Android SDK","Docker, CI/CD, Git, AWS, System Design",B.Sc,0-1,1,0,No,Android Developer,"Kotlin, Java"
Data Scientist,"Python, Machine Learning, Statistics","System Design, CI/CD",B.Tech,Fresher,2,3,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","Linux, DSA, Firebase, Docker",BCA,Fresher,6,0,No,Data Scientist,"Python, Machine Learning"
Full Stack Developer,"JavaScript, React, Node.js","Git, CI/CD",MCA,1-3,0,3,No,Full Stack Developer,"JavaScript, React"
Android Developer,"Java, Kotlin, Android SDK","DSA, REST API",B.Sc,3-5,4,4,Yes,Android Developer,None
Full Stack Developer,"JavaScript, React, Node.js","MongoDB, Docker, Firebase",MCA,1-3,0,3,No,Full Stack Developer,React
Full Stack Developer,"JavaScript, React, Node.js","Firebase, Linux",BCA,3-5,0,2,No,Full Stack Developer,"JavaScript, React"
Python Developer,"Python, Flask, Django","MongoDB, DSA, Linux, REST API",BCA,0-1,3,0,No,Python Developer,Python
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, System Design, CI/CD, REST API, DSA",Diploma,Fresher,1,0,No,Backend Developer,"Node.js, Java, Spring Boot"
Full Stack Developer,"JavaScript, React, Node.js","DSA, REST API, Git, Firebase, MongoDB",BCA,3-5,2,4,Yes,Full Stack Developer,None
Python Developer,"Python, Flask, Django","Docker, CI/CD, DSA",B.Tech,3-5,4,3,Yes,Python Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","System Design, MongoDB, AWS",M.Sc,3-5,0,4,No,ML Engineer,"Deep Learning, TensorFlow, Python"
Flutter Developer,"Dart, Flutter","AWS, System Design, Firebase, Linux",M.Sc,3-5,5,2,Yes,Flutter Developer,None
Data Analyst,"Python, SQL, Excel","Firebase, Git, Linux, REST API",B.Sc,3-5,1,1,No,Data Analyst,Excel
Java Developer,"Java, OOP, Spring","REST API, Linux",MCA,0-1,1,0,No,Java Developer,"Java, OOP"
Full Stack Developer,"JavaScript, React, Node.js","Git, REST API",M.Sc,Fresher,2,4,Yes,Full Stack Developer,None
Python Developer,"Python, Flask, Django","System Design, Linux",Diploma,0-1,3,1,Yes,Python Developer,None
Flutter Developer,"Dart, Flutter","DSA, MongoDB, CI/CD, AWS, Git",BCA,Fresher,2,4,Yes,Flutter Developer,None
Flutter Developer,"Dart, Flutter","System Design, DSA, MongoDB",B.Tech,1-3,1,0,No,Flutter Developer,"Flutter, Dart"
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, System Design, Docker, DSA",Diploma,3-5,2,0,No,ML Engineer,"Deep Learning, Python, TensorFlow"
Backend Developer,"Java, Spring Boot, Node.js","AWS, System Design, DSA, Docker, Linux",MCA,Fresher,6,2,Yes,Backend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","DSA, Linux",BCA,0-1,4,1,Yes,Frontend Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Git, Firebase, MongoDB, REST API",Diploma,0-1,0,0,No,Backend Developer,Node.js
Full Stack Developer,"JavaScript, React, Node.js","Docker, Firebase, DSA, System Design",BCA,3-5,3,0,No,Full Stack Developer,"Node.js, JavaScript, React"
Java Developer,"Java, OOP, Spring","Git, DSA, Firebase, Linux",Diploma,1-3,1,2,No,Java Developer,Java
Android Developer,"Java, Kotlin, Android SDK","Linux, AWS, Firebase, CI/CD, MongoDB",B.Sc,3-5,2,1,Yes,Android Developer,None
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, Git, Firebase, System Design",MCA,0-1,1,2,No,Backend Developer,Node.js
ML Engineer,"Python, Deep Learning, TensorFlow","Git, Firebase, CI/CD, System Design",B.Tech,0-1,0,1,No,ML Engineer,"Python, Deep Learning, TensorFlow"
Frontend Developer,"HTML, CSS, JavaScript","CI/CD, Docker, DSA",Diploma,1-3,0,0,No,Frontend Developer,"CSS, JavaScript"
Frontend Developer,"HTML, CSS, JavaScript","Git, REST API, MongoDB",Diploma,3-5,6,3,Yes,Frontend Developer,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, DSA, Firebase",MCA,3-5,3,4,Yes,Data Scientist,None
Java Developer,"Java, OOP, Spring","CI/CD, MongoDB, System Design, Linux",B.Tech,0-1,4,0,No,Java Developer,Java
Full Stack Developer,"JavaScript, React, Node.js","CI/CD, AWS, Docker",B.Tech,1-3,0,4,No,Full Stack Developer,"Node.js, React"
Data Scientist,"Python, Machine Learning, Statistics","DSA, Git, MongoDB",B.Sc,Fresher,4,2,Yes,Data Scientist,None
Data Analyst,"Python, SQL, Excel","System Design, REST API",MCA,3-5,0,2,No,Data Analyst,Python
Full Stack Developer,"JavaScript, React, Node.js","Docker, System Design, Linux",BCA,1-3,1,1,No,Full Stack Developer,"Node.js, React"
Android Developer,"Java, Kotlin, Android SDK","System Design, AWS",MCA,3-5,2,0,No,Android Developer,Kotlin
Data Analyst,"Python, SQL, Excel","Firebase, DSA, MongoDB, System Design",B.Tech,0-1,4,2,Yes,Data Analyst,None
Data Scientist,"Python, Machine Learning, Statistics","System Design, Firebase, MongoDB, DSA",B.Sc,0-1,4,1,Yes,Data Scientist,None
Data Analyst,"Python, SQL, Excel","REST API, AWS, Docker, System Design",BCA,1-3,1,2,No,Data Analyst,"SQL, Python"
Frontend Developer,"HTML, CSS, JavaScript","System Design, MongoDB, AWS",B.Sc,1-3,1,2,No,Frontend Developer,"CSS, HTML, JavaScript"
Python Developer,"Python, Flask, Django","System Design, CI/CD, REST API, AWS",B.Sc,Fresher,0,3,No,Python Developer,"Flask, Python, Django"
Frontend Developer,"HTML, CSS, JavaScript","System Design, REST API, AWS, Firebase, DSA",BCA,3-5,3,0,No,Frontend Developer,JavaScript
Frontend Developer,"HTML, CSS, JavaScript","Firebase, Git, MongoDB, System Design, DSA",B.Sc,3-5,6,4,Yes,Frontend Developer,None
Full Stack Developer,"JavaScript, React, Node.js","DSA, CI/CD, Linux, System Design",MCA,3-5,3,3,Yes,Full Stack Developer,None
Android Developer,"Java, Kotlin, Android SDK","AWS, Docker",BCA,Fresher,4,2,Yes,Android Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Linux, CI/CD, Git, Docker, AWS",B.Tech,0-1,0,3,No,Backend Developer,Spring Boot
Backend Developer,"Java, Spring Boot, Node.js","System Design, MongoDB, CI/CD, Docker",B.Tech,0-1,6,0,No,Backend Developer,"Java, Node.js, Spring Boot"
Full Stack Developer,"JavaScript, React, Node.js","DSA, Git",B.Sc,Fresher,5,1,Yes,Full Stack Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Docker, DSA, Linux, AWS, Firebase",MCA,1-3,6,0,No,Frontend Developer,"HTML, JavaScript"
Frontend Developer,"HTML, CSS, JavaScript","AWS, Git",B.Sc,1-3,5,0,No,Frontend Developer,HTML
Android Developer,"Java, Kotlin, Android SDK","Docker, System Design",M.Sc,0-1,5,2,Yes,Android Developer,None
Flutter Developer,"Dart, Flutter","DSA, Linux, Git",Diploma,1-3,1,1,No,Flutter Developer,"Flutter, Dart"
Full Stack Developer,"JavaScript, React, Node.js","MongoDB, System Design, Docker, Git, REST API",Diploma,0-1,3,2,Yes,Full Stack Developer,None
Flutter Developer,"Dart, Flutter","CI/CD, MongoDB, DSA, REST API, AWS",B.Sc,1-3,0,1,No,Flutter Developer,"Dart, Flutter"
Frontend Developer,"HTML, CSS, JavaScript","REST API, MongoDB",Diploma,0-1,2,4,Yes,Frontend Developer,None
Android Developer,"Java, Kotlin, Android SDK","MongoDB, AWS, Firebase, Git",BCA,3-5,5,3,Yes,Android Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Firebase, Linux, DSA",B.Sc,1-3,1,4,No,ML Engineer,"TensorFlow, Deep Learning"
Python Developer,"Python, Flask, Django","Docker, CI/CD",MCA,3-5,1,1,No,Python Developer,Flask
Frontend Developer,"HTML, CSS, JavaScript","Linux, Docker, AWS",B.Sc,3-5,3,1,Yes,Frontend Developer,None
Full Stack Developer,"JavaScript, React, Node.js","Firebase, Linux",Diploma,0-1,5,2,Yes,Full Stack Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Git, System Design, Linux, Docker",BCA,0-1,2,3,Yes,Backend Developer,None
Backend Developer,"Java, Spring Boot, Node.js","AWS, REST API, CI/CD, MongoDB",B.Tech,3-5,4,4,Yes,Backend Developer,None
Android Developer,"Java, Kotlin, Android SDK","Firebase, Linux, Docker, System Design",BCA,Fresher,4,4,Yes,Android Developer,None
Backend Developer,"Java, Spring Boot, Node.js","System Design, REST API, CI/CD, MongoDB, Docker",B.Sc,3-5,3,4,Yes,Backend Developer,None
Full Stack Developer,"JavaScript, React, Node.js","DSA, Firebase, REST API, Docker",Diploma,3-5,5,3,Yes,Full Stack Developer,None
Frontend Developer,"HTML, CSS, JavaScript","CI/CD, REST API",B.Sc,3-5,5,1,Yes,Frontend Developer,None
Android Developer,"Java, Kotlin, Android SDK","DSA, Firebase, AWS",BCA,1-3,6,2,Yes,Android Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Linux, CI/CD, Docker",M.Sc,Fresher,4,1,Yes,ML Engineer,None
Python Developer,"Python, Flask, Django","CI/CD, System Design, REST API",MCA,Fresher,1,4,No,Python Developer,Flask
Frontend Developer,"HTML, CSS, JavaScript","MongoDB, Firebase, CI/CD, REST API",B.Sc,Fresher,3,1,Yes,Frontend Developer,None
Python Developer,"Python, Flask, Django","CI/CD, Linux, DSA",B.Tech,0-1,4,4,Yes,Python Developer,None
Data Scientist,"Python, Machine Learning, Statistics","Firebase, MongoDB, DSA, CI/CD",B.Tech,3-5,5,3,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, Docker, CI/CD",BCA,Fresher,4,3,Yes,Data Scientist,None
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, MongoDB, DSA, Firebase",MCA,1-3,3,2,Yes,ML Engineer,None
Python Developer,"Python, Flask, Django","AWS, Firebase",MCA,0-1,2,2,Yes,Python Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","MongoDB, CI/CD, Docker, System Design",BCA,Fresher,1,1,No,ML Engineer,"TensorFlow, Python"
Android Developer,"Java, Kotlin, Android SDK","Docker, MongoDB, AWS, REST API",MCA,3-5,5,3,Yes,Android Developer,None
Full Stack Developer,"JavaScript, React, Node.js","REST API, CI/CD, Linux",MCA,1-3,4,0,No,Full Stack Developer,JavaScript
Android Developer,"Java, Kotlin, Android SDK","Git, Linux, System Design, AWS",M.Sc,3-5,5,0,No,Android Developer,Kotlin
Android Developer,"Java, Kotlin, Android SDK","Docker, Git, Firebase, REST API, CI/CD",M.Sc,0-1,1,4,No,Android Developer,Kotlin
Flutter Developer,"Dart, Flutter","CI/CD, Docker, Firebase",Diploma,0-1,4,3,Yes,Flutter Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","System Design, CI/CD, REST API",BCA,3-5,3,4,Yes,ML Engineer,None
Java Developer,"Java, OOP, Spring","DSA, Linux, Firebase",B.Sc,1-3,0,0,No,Java Developer,Spring
ML Engineer,"Python, Deep Learning, TensorFlow","Git, Docker, Linux, AWS",MCA,0-1,4,2,Yes,ML Engineer,None
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, CI/CD",MCA,1-3,2,4,Yes,Backend Developer,None
Flutter Developer,"Dart, Flutter","Git, Docker, Linux, System Design, MongoDB",B.Tech,3-5,1,0,No,Flutter Developer,Flutter
Python Developer,"Python, Flask, Django","CI/CD, Docker, REST API, MongoDB, System Design",BCA,Fresher,4,1,Yes,Python Developer,None
Data Scientist,"Python, Machine Learning, Statistics","DSA, CI/CD, Docker, Linux",Diploma,3-5,6,3,Yes,Data Scientist,None
Data Analyst,"Python, SQL, Excel","CI/CD, Firebase, System Design, Git",B.Sc,Fresher,1,4,No,Data Analyst,Python
Data Scientist,"Python, Machine Learning, Statistics","System Design, AWS, Firebase, REST API, MongoDB",M.Sc,3-5,5,1,Yes,Data Scientist,None
Data Analyst,"Python, SQL, Excel","Git, DSA, REST API, Docker, CI/CD",Diploma,3-5,6,0,No,Data Analyst,Python
Python Developer,"Python, Flask, Django","AWS, Docker, CI/CD, REST API, Firebase",MCA,Fresher,4,4,Yes,Python Developer,None
Python Developer,"Python, Flask, Django","CI/CD, Docker, REST API",BCA,Fresher,3,3,Yes,Python Developer,None
Python Developer,"Python, Flask, Django","Linux, Docker",M.Sc,0-1,6,2,Yes,Python Developer,None
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, Git, DSA, CI/CD, Linux",B.Tech,1-3,2,3,Yes,Backend Developer,None
Data Analyst,"Python, SQL, Excel","REST API, AWS",Diploma,Fresher,4,3,Yes,Data Analyst,None
Frontend Developer,"HTML, CSS, JavaScript","Docker, System Design, AWS",Diploma,Fresher,1,2,No,Frontend Developer,"JavaScript, HTML"
Data Analyst,"Python, SQL, Excel","Docker, Firebase",Diploma,1-3,6,4,Yes,Data Analyst,None
Full Stack Developer,"JavaScript, React, Node.js","Docker, Git, DSA",B.Tech,3-5,6,3,Yes,Full Stack Developer,None
Python Developer,"Python, Flask, Django","Git, Firebase, CI/CD",Diploma,Fresher,0,0,No,Python Developer,"Django, Flask, Python"
Android Developer,"Java, Kotlin, Android SDK","DSA, Linux, REST API, CI/CD, AWS",Diploma,0-1,1,0,No,Android Developer,"Java, Android SDK"
Android Developer,"Java, Kotlin, Android SDK","Git, CI/CD, Docker",B.Tech,3-5,3,4,Yes,Android Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","DSA, MongoDB, System Design, Firebase",BCA,1-3,6,3,Yes,ML Engineer,None
Full Stack Developer,"JavaScript, React, Node.js","Firebase, CI/CD, DSA, MongoDB",B.Tech,3-5,3,1,Yes,Full Stack Developer,None
Python Developer,"Python, Flask, Django","Linux, Firebase, CI/CD, System Design, REST API",M.Sc,3-5,0,0,No,Python Developer,"Python, Flask, Django"
Python Developer,"Python, Flask, Django","Firebase, DSA, REST API, Linux",B.Sc,0-1,5,0,No,Python Developer,Flask
Data Analyst,"Python, SQL, Excel","Firebase, Git, MongoDB, DSA, AWS",BCA,0-1,4,1,Yes,Data Analyst,None
Python Developer,"Python, Flask, Django","REST API, Linux, Docker",M.Sc,1-3,5,1,Yes,Python Developer,None
Java Developer,"Java, OOP, Spring","Git, Docker",B.Sc,0-1,2,2,Yes,Java Developer,None
Java Developer,"Java, OOP, Spring","System Design, CI/CD, REST API, Linux",M.Sc,Fresher,6,0,No,Java Developer,Java
Backend Developer,"Java, Spring Boot, Node.js","DSA, Firebase",M.Sc,1-3,0,0,No,Backend Developer,"Java, Node.js, Spring Boot"
Full Stack Developer,"JavaScript, React, Node.js","MongoDB, Linux",M.Sc,1-3,3,2,Yes,Full Stack Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Docker, DSA, MongoDB, CI/CD",MCA,0-1,3,2,Yes,ML Engineer,None
Data Scientist,"Python, Machine Learning, Statistics","Docker, CI/CD",BCA,0-1,0,0,No,Data Scientist,"Machine Learning, Python"
Backend Developer,"Java, Spring Boot, Node.js","REST API, MongoDB, DSA",B.Tech,1-3,3,0,No,Backend Developer,"Node.js, Spring Boot"
Android Developer,"Java, Kotlin, Android SDK","Linux, System Design, REST API",B.Sc,3-5,4,1,Yes,Android Developer,None
Python Developer,"Python, Flask, Django","Firebase, MongoDB",M.Sc,3-5,6,2,Yes,Python Developer,None
Java Developer,"Java, OOP, Spring","Git, REST API",M.Sc,Fresher,4,2,Yes,Java Developer,None
Python Developer,"Python, Flask, Django","CI/CD, REST API, MongoDB",B.Tech,Fresher,1,3,No,Python Developer,Django
Data Scientist,"Python, Machine Learning, Statistics","AWS, CI/CD, Linux, Git",B.Sc,3-5,3,2,Yes,Data Scientist,None
Flutter Developer,"Dart, Flutter","Firebase, CI/CD, REST API",M.Sc,0-1,4,4,Yes,Flutter Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Docker, Git",MCA,3-5,0,3,No,Frontend Developer,"CSS, JavaScript"
Android Developer,"Java, Kotlin, Android SDK","System Design, MongoDB, REST API, Git, Docker",Diploma,1-3,5,0,No,Android Developer,Android SDK
Java Developer,"Java, OOP, Spring","Docker, Git",B.Sc,1-3,4,1,Yes,Java Developer,None
Frontend Developer,"HTML, CSS, JavaScript","DSA, System Design",B.Sc,1-3,3,0,No,Frontend Developer,"HTML, CSS"
Python Developer,"Python, Flask, Django","Git, Firebase, MongoDB",MCA,0-1,0,3,No,Python Developer,"Flask, Django, Python"
Frontend Developer,"HTML, CSS, JavaScript","DSA, Docker",BCA,1-3,3,2,Yes,Frontend Developer,None
Flutter Developer,"Dart, Flutter","MongoDB, DSA, Docker",B.Sc,Fresher,3,2,Yes,Flutter Developer,None
Data Scientist,"Python, Machine Learning, Statistics","Firebase, REST API, DSA",BCA,1-3,4,1,Yes,Data Scientist,None
Backend Developer,"Java, Spring Boot, Node.js","Git, REST API, DSA, Firebase, Linux",B.Tech,3-5,4,1,Yes,Backend Developer,None
Full Stack Developer,"JavaScript, React, Node.js","System Design, REST API, AWS, Docker",BCA,3-5,4,4,Yes,Full Stack Developer,None
Flutter Developer,"Dart, Flutter","System Design, Git, DSA, MongoDB",Diploma,0-1,4,4,Yes,Flutter Developer,None
Android Developer,"Java, Kotlin, Android SDK","Firebase, REST API, Git, System Design, DSA",B.Sc,Fresher,3,1,Yes,Android Developer,None
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, DSA",MCA,Fresher,1,1,No,Data Scientist,Python
Flutter Developer,"Dart, Flutter","Linux, DSA, AWS, Docker, REST API",BCA,0-1,5,3,Yes,Flutter Developer,None
Backend Developer,"Java, Spring Boot, Node.js","CI/CD, Git",Diploma,0-1,1,2,No,Backend Developer,"Node.js, Java, Spring Boot"
Java Developer,"Java, OOP, Spring","Firebase, Docker, MongoDB",BCA,1-3,6,0,No,Java Developer,Spring
Full Stack Developer,"JavaScript, React, Node.js","Git, Linux, Firebase",M.Sc,0-1,6,1,Yes,Full Stack Developer,None
Java Developer,"Java, OOP, Spring","MongoDB, DSA, Firebase",BCA,1-3,6,1,Yes,Java Developer,None
Java Developer,"Java, OOP, Spring","AWS, MongoDB, Docker, Git",MCA,3-5,6,2,Yes,Java Developer,None
Android Developer,"Java, Kotlin, Android SDK","CI/CD, DSA",M.Sc,3-5,0,0,No,Android Developer,"Kotlin, Android SDK"
Full Stack Developer,"JavaScript, React, Node.js","Docker, System Design, AWS",MCA,0-1,0,4,No,Full Stack Developer,"Node.js, JavaScript, React"
Backend Developer,"Java, Spring Boot, Node.js","REST API, CI/CD, AWS, DSA, Git",B.Tech,1-3,5,2,Yes,Backend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","MongoDB, Docker, DSA, Firebase, REST API",MCA,1-3,0,4,No,Frontend Developer,"CSS, JavaScript, HTML"
Python Developer,"Python, Flask, Django","AWS, Linux, System Design",M.Sc,Fresher,4,1,Yes,Python Developer,None
Flutter Developer,"Dart, Flutter","Firebase, DSA",M.Sc,Fresher,2,0,No,Flutter Developer,Dart
Android Developer,"Java, Kotlin, Android SDK","Firebase, System Design, AWS",B.Tech,0-1,4,3,Yes,Android Developer,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, MongoDB",BCA,3-5,6,3,Yes,Data Scientist,None
Java Developer,"Java, OOP, Spring","CI/CD, Git",Diploma,3-5,3,2,Yes,Java Developer,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, Firebase",BCA,1-3,5,4,Yes,Data Scientist,None
Python Developer,"Python, Flask, Django","MongoDB, AWS, System Design, REST API, Firebase",B.Sc,3-5,6,2,Yes,Python Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, Linux, MongoDB",BCA,1-3,4,2,Yes,ML Engineer,None
Android Developer,"Java, Kotlin, Android SDK","Git, AWS, System Design, CI/CD, Linux",B.Sc,3-5,6,1,Yes,Android Developer,None
Java Developer,"Java, OOP, Spring","REST API, CI/CD, MongoDB, Docker",BCA,Fresher,6,0,No,Java Developer,"Java, Spring"
Data Analyst,"Python, SQL, Excel","Git, REST API, DSA",MCA,3-5,0,4,No,Data Analyst,"SQL, Excel"
Java Developer,"Java, OOP, Spring","AWS, CI/CD",MCA,Fresher,1,3,No,Java Developer,Spring
ML Engineer,"Python, Deep Learning, TensorFlow","Linux, Git, AWS",B.Sc,0-1,3,4,Yes,ML Engineer,None
Frontend Developer,"HTML, CSS, JavaScript","CI/CD, Firebase, Git, System Design, Docker",B.Tech,0-1,0,1,No,Frontend Developer,"HTML, JavaScript, CSS"
Frontend Developer,"HTML, CSS, JavaScript","Docker, Linux",M.Sc,Fresher,0,4,No,Frontend Developer,"CSS, JavaScript"
Data Scientist,"Python, Machine Learning, Statistics","CI/CD, DSA, System Design",B.Sc,Fresher,2,1,Yes,Data Scientist,None
ML Engineer,"Python, Deep Learning, TensorFlow","REST API, CI/CD, Docker, DSA",BCA,3-5,0,2,No,ML Engineer,"Python, Deep Learning, TensorFlow"
Android Developer,"Java, Kotlin, Android SDK","Docker, DSA, MongoDB, Firebase",BCA,Fresher,4,0,No,Android Developer,"Java, Kotlin"
Android Developer,"Java, Kotlin, Android SDK","Git, DSA, CI/CD, Linux, System Design",BCA,0-1,6,3,Yes,Android Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Firebase, System Design, Docker, REST API",MCA,Fresher,3,2,Yes,Backend Developer,None
Data Analyst,"Python, SQL, Excel","Docker, MongoDB, Git, Firebase",M.Sc,Fresher,2,2,Yes,Data Analyst,None
Full Stack Developer,"JavaScript, React, Node.js","AWS, MongoDB",BCA,3-5,3,0,No,Full Stack Developer,"JavaScript, React"
ML Engineer,"Python, Deep Learning, TensorFlow","Git, Linux",B.Tech,Fresher,5,3,Yes,ML Engineer,None
Frontend Developer,"HTML, CSS, JavaScript","Firebase, DSA, AWS",M.Sc,0-1,0,1,No,Frontend Developer,"CSS, JavaScript, HTML"
Flutter Developer,"Dart, Flutter","Linux, AWS, System Design",B.Tech,0-1,1,0,No,Flutter Developer,Dart
Data Analyst,"Python, SQL, Excel","MongoDB, Linux, DSA, Git",Diploma,Fresher,0,1,No,Data Analyst,"Python, Excel"
Python Developer,"Python, Flask, Django","CI/CD, System Design, Firebase, DSA",M.Sc,3-5,4,1,Yes,Python Developer,None
Java Developer,"Java, OOP, Spring","DSA, System Design, REST API",B.Tech,3-5,6,3,Yes,Java Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","System Design, CI/CD, REST API, Git",B.Tech,1-3,3,1,Yes,ML Engineer,None
Flutter Developer,"Dart, Flutter","DSA, System Design, MongoDB, Firebase, Git",M.Sc,1-3,3,4,Yes,Flutter Developer,None
Full Stack Developer,"JavaScript, React, Node.js","AWS, Firebase, Git, DSA, REST API",B.Tech,0-1,6,3,Yes,Full Stack Developer,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, Git, DSA, REST API",MCA,0-1,1,1,No,Data Scientist,Statistics
